AOS 60,Common Name,Scientific Name,group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size,Global Pop Size#,Pop Size_US-Ca,Pop Size_US-Ca#,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,%GL_WH-b,%WH_US-Ca-b,% Breeding Pop in US & Canada,% Breeding Pop in US & Canada#,%Pop_s,BD-g,BD area,BD-g_s,BD-g_com,ND-g,ND area,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,TN-c,TN-c_s,TN-c_com,PT-c,PT-c_s,PT-c_com,trend (%/yr),trend source,lcl_90%CI,ucl_90%CI,lcl_67%CI,ucl_67%CI,RA,DF,pop change,pop change 90% lcl,pop change 90% ucl,Half-Life,CCS-b,CCS-n,CCS-max,CI,IUCN Red List 2018,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
1754,Pine Grosbeak,Pinicola enucleator,landbird,Passeriformes,Fringillidae,,1,1,0,0,PM,,,2,PIFcalc19,,"11,000,000",11000000,"5,500,000",5500000,2010.5,PIFcalc19,,50,,,,"eBrd17(UsCa,WHem), PIF(Glob)",1,13997546,Natureserve 3.0,,1,20809400,Natureserve 3.0,,3,PIFSC-Dec-08,Rosenberg: any effects of forestry in boreal?.  Seems to be one of the species more adversely affected by more severe and frequent fires throughout the West; what about loss of mature forest in boreal? (KVR); Engelmann spruce has declined in much of the southern Rockies due to pine beetle; not sure if / how its affecting the population; probably TB=3 is OK (AP),2,PIFTC-02,,4,BBS7017,uncertain and variable trend; reliance on 1st yr vs. last year analysis of CBC data may be misleading; BBS data also deemed unreliable due to poor range coverage,-1.82,BBS7017,-5.70,0.41,-3.37,-0.66,0.17,256,-37.26,-82.10,192.10,,10,9,10,,LC,,,Northern Forest,Nearctic,Forests:  Boreal,,Forests:  Boreal,
2023,Black-throated Green Warbler,Setophaga virens,landbird,Passeriformes,Parulidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"9,200,000",9200000,"9,200,000",9200000,2010.5,PIFcalc19,,100,99.93774414,99.93774,99.93774414,"bbs0514(UsCa), eBrd17(WHem)",2,3306080,Natureserve 3.0,,2,1479262,Natureserve 3.0,,2,PIFSC-19,changed due to calibration with TB-r,3,PIFTC-02,"winters in tropical forest regions, which are all under moderate threats, even if tolerant of some disturbance (KVR)",2,BBS7017,,0.47,BBS7017,0.08,0.84,0.25,0.71,2.40,1042,24.94,5.64,47.77,,8,9,9,,LC,,,Northern Forest,Mesoamerica,Forests:  Boreal,Forests:  Temperate Eastern,Forests:  Tropical Montane Evergreen,Forests:  Tropical Lowland Evergreen
2024,Buff-rumped Warbler,Myiothlypis fulvicauda,landbird,Passeriformes,Parulidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,2,2482102,NatureServe,,2,2482102,NatureServe,,4,PIF CAW 2014,"por la sequía de rios, deforestación, contaminación, etc.",4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,Wetlands:  Forested,Forests:  Tropical Lowland Evergreen,Wetlands:  Forested
2025,Fan-tailed Warbler,Basileuterus lachrymosus,landbird,Passeriformes,Parulidae,,0,0,1,1,PM,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,341305,Natureserve 3.0,,4,291724,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest,4,PIF CAW 2014,"all Mexican regions indicate PT=4, situation likely similar outside of Mexico",,,,,,,,,,,,,14,15,15,Watch List - Yel-R,LC,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry
1613,American Robin,Turdus migratorius,landbird,Passeriformes,Turdidae,,1,1,1,0,PM,,,1,PIFcalc19,,"370,000,000",370000000,"370,000,000",370000000,2010.5,PIFcalc19,,100,97.66123199,97.58908,97.58908081,"bbs0514(UsCa), eBrd17(WHem)",1,16401793,Natureserve 3.0,,1,9457200,Natureserve 3.0,,1,PIFTC-02,,1,PIFTC-02,,2,BBS7017,,0.12,BBS7017,0.06,0.18,0.08,0.15,32.75,4197,5.77,2.55,8.67,,5,5,5,,LC,yes,,Nearctic,Nearctic,Forests:  Temperate Generalist,,Forests:  Temperate Generalist,
1619,Varied Thrush,Ixoreus naevius,landbird,Passeriformes,Turdidae,,1,1,1,0,PM,,,2,PIFcalc19,"distance revised to 200 m based on review of large boreal dataset, score reverts to PS=2 (Blancher email, Dec. 20, 2008)","35,000,000",35000000,"35,000,000",35000000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,3298140,Natureserve 3.0,,3,793419,Natureserve 3.0,,3,PIFTC-02,"Taiga forest part of range (north) not under threat, but southern wet forests are.",2,PIFTC-02,"Moves to low elevation in winter, where may be subject to human impact (CB)",5,BBS7017,BBS more reliable due to highly cyclic/variable nature of CBC indices,-2.15,BBS7017,-2.63,-1.72,-2.43,-1.90,7.22,294,-63.74,-70.17,-53.38,32,12,12,12,CBSD,LC,,,Pacific North America,Pacific North America,Forests:  Temperate Western,,Forests:  Temperate Western,
1620,Aztec Thrush,Ridgwayia pinicola,landbird,Passeriformes,Turdidae,,0,0,1,0,R,,,5,Gomez-Panjabi,very rare and local with mapped range,,,,,,,,,,,,,3,336647,Natureserve 3.0,,3,336647,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate habitat loss,4,MX-NSAC,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland
1621,Blue Mockingbird,Melanotis caerulescens,landbird,Passeriformes,Mimidae,,0,0,1,0,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,3,485229,Natureserve 3.0,,3,485229,Natureserve 3.0,NS ok,3,MX-NSAC,,3,MX-NSAC,tolerant of disturbance; capture for trade,3,MX-NSAC,,,,,,,,,,,,,,12,12,12,,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland
1622,Blue-and-white Mockingbird,Melanotis hypoleucus,landbird,Passeriformes,Mimidae,Monotypic.,0,0,1,1,R,,,4,PIF CAW 2016,"zonas perturbadas, guamiles, matorrales (zonas altas). México en bosque y su periferia (CAW); score change from 5 to 4 recommended by Central Americans in 2016",,,,,,,,,,,,,4,93125,Natureserve 3.0,,4,93125,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,3,MX-NSAC,"open areas, edge, scrub; global score should reflect regional experts' opinion",4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Pine-Oak,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Pine-Oak
1623,Black Catbird,Melanoptila glabrirostris,landbird,Passeriformes,Mimidae,Monotypic.,0,0,1,1,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,4,146791,Natureserve 3.0,,4,146791,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires forest,4,PIF CAW 2014,endemic to yucatan where experts say it has declined,,,,,,,,,,,,,17,17,17,Watch List - Red,NT,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1624,Gray Catbird,Dumetella carolinensis,landbird,Passeriformes,Mimidae,Monotypic.,1,1,1,1,PM,,,2,PIFcalc19,,"29,000,000",29000000,"29,000,000",29000000,2010.5,PIFcalc19,,100,99.91535187,99.91535,99.91535187,"bbs0514(UsCa), eBrd17(WHem)",1,6812629,Natureserve 3.0,,2,1656048,Natureserve 3.0,,2,PIFTC-02,DD='relatively tolerant of human activities and land use.'  BNA supports that early successional habitats are both created and diminished by human land use.   But then why should BRTH be TB/TN 3 ??,2,PIFTC-02,"DD='relatively tolerant of human activities and land use.'  BNA supports that early successional habitats are both created and diminished by human land use. However, species uses forested habitats more in nonbreeding season and coastal wintering areas may",2,BBS7017,,0.04,BBS7017,-0.02,0.10,0.00,0.07,2.28,2937,1.62,-1.11,4.29,,7,8,8,,LC,yes,,Eastern Temperate,Gulf-Caribbean Lowlands,Forests:  Temperate Eastern,Forests:  Temperate Western,Forests:  Tropical Generalist,
1630,Curve-billed Thrasher,Toxostoma curvirostre,landbird,Passeriformes,Mimidae,,0,1,1,0,R,,,3,PIFcalc19,,"3,100,000",3100000,"1,000,000",1000000,2010.5,PIFcalc19,,100,32.66457367,32.66457,32.66457367,"bbs0514(UsCa), eBrd17(WHem)",2,2015252,Natureserve 3.0,,2,2015252,Natureserve 3.0,,2,PIFTC-02,"Uses towns in MX.  Very flexible; tolerant of disturbance, but used for cage-bird trade (MX-NSAC).",2,PIFTC-02,"tolerant of disturbance, but used for cage-bird trade",2,"MX-NSAC, PIFSC-08",,,,,,,,,,-21.70,-37.66,-0.01,58,9,9,9,,LC,yes,,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,,Aridlands:  Desert Scrub,
1635,Bendire's Thrasher,Toxostoma bendirei,landbird,Passeriformes,Mimidae,Monotypic.,0,1,1,0,PM,,,4,PIFcalc19,,"83,000",83000,"56,000",56000,2010.5,PIFcalc19,,100,68.18760681,68.18761,68.18760681,"eBrd17(UsCa,WHem)",3,774912,Natureserve 3.0,,4,284153,Natureserve 3.0,,4,PIFSC-Dec-08,"Don't know cause of decline.  Should be a high priority for study of threats; Rosenberg: rapid development in AZ portions of range, off road vehicles.  DJK= some interspecific competition with CBTH as well as climate change threats make this one to watch closely.",3,PIFTC-02,more flexible habitat use in winter,5,BBS7017,,-4.27,BBS7017,-5.53,-3.06,-5.02,-3.54,0.39,70,-85.11,-91.46,-75.67,18,16,16,16,Watch List - Red,VU,,w,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,,Aridlands:  Desert Scrub,
1636,Gray Thrasher,Toxostoma cinereum,landbird,Passeriformes,Mimidae,,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,4,99438,Natureserve 3.0,,4,99438,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,3,MX-NSAC,no known threats,2,MX-NSAC,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,,Aridlands:  Desert Scrub,
1637,California Thrasher,Toxostoma redivivum,landbird,Passeriformes,Mimidae,,0,1,1,0,R,,,4,PIFcalc19,,"240,000",240000,"160,000",160000,2010.5,PIFcalc19,,100,63.40517807,63.40518,63.40517807,"bbs0514(UsCa), eBrd17(WHem)",4,167251,Natureserve 3.0,,4,167251,Natureserve 3.0,,3,PIFTC-02,,3,PIFTC-02,,4,BBS7017,,-1.43,BBS7017,-2.08,-0.73,-1.82,-1.01,1.79,103,-47.77,-61.03,-28.69,34,15,15,15,Watch List - Yel-R,LC,yes,,Pacific North America,Pacific North America,Aridlands:  Chaparral,,Aridlands:  Chaparral,
1638,LeConte's Thrasher,Toxostoma lecontei,landbird,Passeriformes,Mimidae,Formerly known as Le Conte's Thrasher.,0,1,1,0,R,,,4,PIFcalc19,,"71,000",71000,"46,000",46000,2010.5,PIFcalc19,,100,64.12702179,64.12702,64.12702179,"eBrd17(UsCa,WHem)",4,250893,Natureserve 3.0,,4,250893,Natureserve 3.0,,4,PIFSC-Dec-08,"open desert habitats not threatened? (KR); Rosenberg: rapid development in AZ portions of range -- CA?  off road vehicles, border patrol activities.  DJK= large tracts of DoD lands might offer that a core population persists.",4,PIFSC-Dec-08,open desert habitats not threatened? (KR); Rosenberg: rapid development in AZ portions of range -- CA?,5,BBS7017,,-2.14,BBS7017,-3.28,-0.89,-2.82,-1.42,0.73,53,-61.58,-77.85,-19.52,27,17,17,17,Watch List - Red,LC,,,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,,Aridlands:  Desert Scrub,
1639,Crissal Thrasher,Toxostoma crissale,landbird,Passeriformes,Mimidae,,0,1,1,0,R,,,4,PIFcalc19,,"110,000",110000,"82,000",82000,2010.5,PIFcalc19,,100,,,,"eBrd17(UsCa,WHem)",2,1011812,Natureserve 3.0,,2,1011812,Natureserve 3.0,,3,PIFSC-08,,3,PIFSC-08,tolerant of disturbance,3,BBS7017,"Rosenberg: I suspect there is a feeder/urban bias to the CBC data, which is why many of the declines from BBS don't show up.",-0.54,BBS7017,-1.72,0.43,-1.16,0.04,0.30,81,-22.09,-52.25,23.91,,12,12,12,,LC,,,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,Aridlands:  Desert Riparian,Aridlands:  Desert Scrub,Aridlands:  Desert Riparian
1640,Sage Thrasher,Oreoscoptes montanus,landbird,Passeriformes,Mimidae,Monotypic.,1,1,1,0,M,,,2,PIFcalc19,,"6,400,000",6400000,"6,400,000",6400000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,1752289,Natureserve 3.0,,2,1628169,Natureserve 3.0,,3,PIFTC-02,requires healthy sagebrush habitat. Uses small patches of sagebrush (TR). Extirpated in some areas at north end of range (CB).,3,PIFTC-02,still requires native woodland or sage habitat in winter; not in ag or suburban (KVR),4,BBS7017,,-1.22,BBS7017,-1.64,-0.75,-1.48,-0.94,23.31,459,-43.38,-53.76,-30.57,,11,11,11,,LC,,,Intermountain West,North American Southwest,Aridlands:  Sagebrush,,Aridlands:  Desert Scrub,Aridlands:  Desert Riparian
1680,Eastern Yellow Wagtail,Motacilla tschutschensis,landbird,Passeriformes,Motacillidae,,1,1,0,0,M,,,2,PIFSC-08–PS-g midpoint,estimate based on roughly half of former PS estimate for Yellow Wagtail,"20,000,000",20000000,"<1,000,000",1000000,,PIFSC-16,guesstimate (5% of global pop estimate),0.01,100.0000229,5,5,PIFSC-08; PIFSC-16,2,3245440,PIFSC-08,,2,,PIFSC-08,Score adjusted to account for old world range,2,PIFTC-02,"Threat for Western Hemisphere? Stable, perhaps, but not enhanced by human disturbance (KVR).",2,PIFTC-02,should check current status of Asian/African winterers (KVR),3,PIFSC-08,,,,,,,,,,,,,,9,9,9,,LC,,w,Arctic,Paleotropical,Tundra:  Arctic,,Open Country:  Habitat Mosaic,
1683,White Wagtail,Motacilla alba,landbird,Passeriformes,Motacillidae,,0,1,0,0,M,,,1,BirdLife International 2018,used mid point of BirdLife estimate of 163000000-1560000000 individuals,"860,000,000",860000000,<500,500,,PIFSC-16,much more limited range; < 500 seems reaSONABle; % Pop'n in US way < 1%,2.7628,100,<1,5.81395E-05,BirdLife International 2018; PIFSC-16,1,8453186,Natureserve 3.0,,1,,PIFSC-08,Score adjusted to account for old world range,2,PIFTC-02,"stable, perhaps, but not enhanced by human disturbance (KR).",2,PIFTC-02,should check current status of Asian/African winterers (KVR),3,PIFSC-08,,,,,,,,,,,,,,7,7,7,,LC,,w,Arctic,Paleotropical,Coasts:  Cliffs and Islands,Wetlands:  Lakes and Rivers,Open Country:  Habitat Mosaic,
2111,White-lined Tanager,Tachyphonus rufus,landbird,Passeriformes,Thraupidae,Monotypic.,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,5383582,NatureServe,,1,5383582,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,7,7,7,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2112,Black-throated Shrike-Tanager,Lanio aurantius,landbird,Passeriformes,Thraupidae,Monotypic.,0,0,1,1,R,,,5,Gomez-Panjabi,,,,,,,,,,,,,,4,249037,Natureserve 3.0,,4,249037,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,extreme area-sensitivity; requires primary forest,5,PIF CAW 2014,,,,,,,,,,,,,,18,18,18,Watch List - Red,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2113,White-throated Shrike-Tanager,Lanio leucothorax,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,4,92406,NatureServe,,4,92406,NatureServe,,4,PIF CAW 2014,Perdida de habitat en Nicaragua que es donde esta la mayor parte de su distribucion,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2114,Crimson-collared Tanager,Ramphocelus sanguinolentus,landbird,Passeriformes,Thraupidae,,0,0,1,1,R,,,3,PIF CAW 2016,score change from 4 to 3 recommended by Central Americans in 2016,,,,,,,,,,,,,4,235914,Natureserve 3.0,,4,235914,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires forest but uses edge,4,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2115,Flame-rumped Tanager,Ramphocelus flammigerus,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,286409,NatureServe,,4,286409,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2117,Crimson-backed Tanager,Ramphocelus dimidiatus,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,327799,NatureServe,,3,327799,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,10,10,10,,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2118,Swallow Tanager,Tersina viridis,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,8785412,NatureServe,,1,8785412,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,9,9,9,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2119,Shining Honeycreeper,Cyanerpes lucidus,landbird,Passeriformes,Thraupidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,4,235088,Natureserve 3.0,,4,235088,Natureserve 3.0,,4,MX-NSAC,warrants TB=4 range-wide due to threats to habitat and narrow habitat requirements (humid foothill forest).,4,MX-NSAC,requires forest,5,PIF CAW 2014,Restricted to humid forests within C.A. range; loss of such forests has been extensive in C.A.; MX regional experts score PT=5 in SECL,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2120,Purple Honeycreeper,Cyanerpes caeruleus,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,,,,,,1,6695501,NatureServe,,1,6695501,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,9,9,9,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2121,Red-legged Honeycreeper,Cyanerpes cyaneus,landbird,Passeriformes,Thraupidae,,0,0,1,1,PM,,,2,Gomez-Panjabi,,,,,,,,,,,,,,1,8211286,Natureserve 3.0,,1,8034289,Natureserve 3.0,,3,MX-NSAC,,2,MX-NSAC,requires forest; capture for trade,4,PIF CAW 2014,,,,,,,,,,,,,,10,9,10,,LC,yes,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2122,Scarlet-thighed Dacnis,Dacnis venusta,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,4,200158,NatureServe,,4,200158,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
2123,Blue Dacnis,Dacnis cayana,landbird,Passeriformes,Thraupidae,,0,0,0,1,R,,,1,PIF CAW 2016,,,,,,,,,,,,,,1,12094950,NatureServe,,1,12094950,NatureServe,,4,PIF CAW 2014,Perdida de habitat en Nicaragua y Panama,4,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,10,10,10,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2124,Viridian Dacnis,Dacnis viguieri,landbird,Passeriformes,Thraupidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,56405,NatureServe,,5,56405,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,NT,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2125,Bananaquit,Coereba flaveola,landbird,Passeriformes,Thraupidae,,0,0,1,1,R,,,2,Gomez-Panjabi,,,,,,,,,,,,,,1,10832997,Natureserve 3.0,,1,10832997,Natureserve 3.0,,2,MX-NSAC,TB=2 more appropriate range wide.,2,MX-NSAC,slight deterioration expected,3,PIF CAW 2014,,,,,,,,,,,,,,8,8,8,,LC,yes,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Montane Evergreen,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Montane Evergreen
2126,Yellow-faced Grassquit,Tiaris olivaceus,landbird,Passeriformes,Thraupidae,,0,0,1,1,R,,,2,PIF CAW 2016,score change from 3 to 2 recommended by Central Americans in 2016,,,,,,,,,,,,,3,937120,Natureserve 3.0,,3,937120,Natureserve 3.0,,2,MX-NSAC,,2,MX-NSAC,tolerant of disturbance; capture for trade,1,PIF CAW 2014,has increased with forest clearing,,,,,,,,,,,,,8,8,8,,LC,yes,"b,w",Neotropical,Neotropical,Open Country:  Habitat Mosaic,,Open Country:  Habitat Mosaic,
2137,Cocos Finch,Pinaroloxias inornata,landbird,Passeriformes,Thraupidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,24,NatureServe,,5,24,NatureServe,,3,PIF CAW 2014,por las ratas y gatos ferales introducidos,3,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,15,15,15,Watch List - Yel-R,VU,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Islands:  Terrestrial Habitats,,Islands:  Terrestrial Habitats,
2139,Thick-billed Seed-Finch,Sporophila funerea,landbird,Passeriformes,Thraupidae,Formerly placed in the genus Oryzoborus.,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,,,,,,3,479060,Natureserve 3.0,,3,479060,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,"humid forest edge, second growth",3,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2140,Large-billed Seed-Finch,Sporophila crassirostris,landbird,Passeriformes,Thraupidae,Formerly placed in the genus Oryzoborus.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,2,2530000,BirdLife 2016,,2,2530000,BirdLife 2016,,1,PIF CAW 2014,,1,PIF CAW 2014,,1,PIF CAW 2014,,,,,,,,,,,,,,8,8,8,,LC,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
2141,Nicaraguan Seed-Finch,Sporophila nuttingi,landbird,Passeriformes,Thraupidae,Monotypic. Formerly placed in the genus Oryzoborus.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,,,,,,5,52986,NatureServe,,5,52986,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,por pérdida de hábitat por aumentas de palma aceitera y arrozales,,,,,,,,,,,,,18,18,18,Watch List - Red,LC,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1687,Red-throated Pipit,Anthus cervinus,landbird,Passeriformes,Motacillidae,,0,1,0,0,M,,,3,PIFTC-02–PS-g midpoint,,"2,000,000",2000000,<50,50,,PIFSC-16,much more limited range; < 50 seems reaSONABle (no real known breeding locations!),0.01,99.99997711,<1,0.009999998,"eBrd17(UsCa,WHem), PIF(Glob)",2,1480833,PIFSC-08,,1,,PIFSC-08,Score adjusted to account for old world range,2,PIFTC-02,"stable, perhaps, but not enhanced by human disturbance (KR).",2,PIFTC-02,should check current status of Asian/African winterers (KVR),3,PIFSC-08,,,,,,,,,,,,,,10,9,10,,LC,,w,Arctic,Paleotropical,Tundra:  Arctic,,Wetlands:  Seasonally Wet Grasslands,
1688,American Pipit,Anthus rubescens,landbird,Passeriformes,Motacillidae,,1,1,1,1,M,,,2,PIFcalc19,,"20,000,000",20000000,"18,000,000",18000000,2010.5,PIFcalc19,,90,,,,"eBrd17(UsCa,WHem), PIF(Glob)",1,5956629,Natureserve 3.0,,1,5514771,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,4,CBC7017,,-0.51,CBC7017,-1.39,0.29,-0.97,-0.08,11.63,1221,-21.66,-44.99,2.99,,9,9,9,,LC,,w,Arctic,Nearctic,Tundra:  Alpine,Tundra:  Arctic,Open Country:  Developed/Disturbed,Coasts:  Beach and Estuary
1690,Sprague's Pipit,Anthus spragueii,landbird,Passeriformes,Motacillidae,Monotypic.,1,1,1,0,M,,,3,PIFcalc19,,"1,400,000",1400000,"1,400,000",1400000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,1157665,Natureserve 3.0,,2,1689913,Natureserve 3.0,NS ok,4,PIFTC-02,"among grassland birds, most vulnerable to ag conversion and overgrazing.  Requires natural prairie for nesting and is intolerant of noise from energy extraction and roads (BD via MG); Canadian federal pastures (once thought permanent holdings) returned to provinces, increased potential for loss and exploitation (BD via MG)",4,PIFTC-02,"grazing in winter grasslands a major threat? (KR).  loss of winter habitat across range could threaten persistence of entire species. (CB, KVR, WE, TW, DP); DJK= concerns on wintering range with drought, climate change, overgrazing.",5,BBS7017,,-3.10,BBS7017,-3.66,-2.49,-3.43,-2.74,3.66,267,-76.98,-82.52,-69.03,27,14,14,14,Watch List - Yel-D,VU,,w,Great Plains,North American Southwest,Grasslands:  Temperate,,Grasslands:  Chihuahuan,
